,filename,label,documentId,text
0,insects_98.txt,insects,98,"

Blattaria
Blattodea is an order of insects that contains cockroaches and termites. Formerly, the termites were considered a separate order, [[Isoptera]], but genetic and molecular evidence suggests termites evolved from within the cockroach lineage, cladistically making them cockroaches as well.

== Evolution ==
According to one hypothesis, cockroaches were an '''ancient group of insects''' that arose during the Devonian epoch. Fossil roachoids that lived during that time differ from modern cockroaches in that they had long external ovipositors and are the ancestors of mantises, as well as modern cockroaches.[[File:Abstract cockroach.jpg|thumb]]

==Taxonomy==
[[File:Spotted cockroach.jpg|thumb]]
===Taxonomic Hierarchy===
{| class=""fandom-table""
|Kingdom
|Animalia  – Animal, animaux, animals

|-

|  Subkingdom
|Bilateria

|-

|     Infrakingdom
|Protostomia

|-

|        Superphylum
|Ecdysozoa

|-

|           Phylum
|Arthropoda

|-

|              Subphylum
|Hexapoda  – hexapods

|-

|                 Class
|Insecta  – insects, hexapoda, inseto, insectes

|-

|                    Subclass
|Pterygota  – insects ailés, winged insects

|-

|                       Infraclass
|Neoptera  – modern, wing-folding insects

|-

|                          Superorder
|Polyneoptera

|-

|                             Order
|Blattodea  – cockroaches, termites

|-

|'''Direct Children:'''

|-

|                                Superfamily
|Blaberoidea

|-

|                                Superfamily
|Blattoidea

|-

|                                Superfamily
|Corydioidea
|}

== Origin ==
Greek Origins of Name: Blattodea is derived from “blatta”, the Greek word for '''cockroach'''.

== Trivia ==

* The name '''cockroach comes from the Spanish term cucaracha, which derives from the Latin blatta, “an insect that shines the light'''.” It comes from the insect order Blattodea, which also includes termites

[[Category:Orders]]
[[Category:Blattodea]]
[[Category:Bilateria]]
"
1,insects_30.txt,insects,30,"

Coscinocera hercules
'''''Coscinocera hercules''''', the '''Hercules moth''', is a [[moth]] of the family [[Saturniidae]], endemic to New Guinea and northern Australia. The 

{{Insects_Simple|title1=Coscinocera hercules|image1=Hercules moth (Female).jpg|caption1=Adult female|order=Lepidoptera|family=[[Saturniidae]]|genus=[[Cocinocera]]|species=Coscinocera hercules|similar_species=[[Atlas moth]]                                   .
[[Papilio antimachus]]                  .
[[Argema mittrei]]             .}}

species was first described by William Henry Miskin in 1876.

== Morphology ==
[[Adult|Adults]] have a wingspan of about 27 centimetres (11 in), making it the largest moth found in Australia, and its wings have the largest documented surface area (300 square centimeters) of any living insect (Other than ''[[White Witch moth|Thysania agrippina]])'' . They are mainly colored golden-brown and white, with transparent spots on each of the four wing sections – the coloring and patterns between genders is mostly static. However, adult males have longer, slimmer tails on their wings than females do, making it somewhat easy to differentiate them in this way.

Their larvae grow up to 12 cm (about 4.7 in), and will weigh around 29 grams in their final instar.  They are a pale-blue or green color, with red dots along their sides and yellow spines.

== Host plants ==

* ''Dysoxylum muelleri,''
* ''Glochidion ferdinandi,''
* ''Timonius rumphii,''
* ''Timonius singularis''
* ''Homalanthus populifolius''
[[Category:Lepidoptera]]
[[Category:Saturniidae]]
[[Category:Insects]]
[[Category:Insecta]]
"
2,insects_70.txt,insects,70,"

Polistes carolina
This red polistes wasp is mostly like any other polistes wasp and is related to the polistes fuscatus, metricus and dorsalis. Another wasp close to polistes carolina is Polistes Perplexus, wich is another red colored wasp.

The perplexus has a more darker color then carolina, but their size and black colored wings are the same.

Polistes carolina males have curled antennae like all other polistes wasps, and a pale yellow face.

Males mate in the fall and new queens are prepared to hibernate.

An infertal female is a virgin that didn't mate and all ofspring will be male.

Male carolina wasps are born in fall and none in the spring.
[[Category:Hymenoptera]]
[[Category:Vespidae]]
[[Category:Wasps]]
"
3,insects_100.txt,insects,100,"

Amitermes meridionalis
'''''Amitermes meridionalis''''', commonly known as the '''magnetic [[termite]]''' or '''compass termite''', is a species of eusocial insect in the family

{{Insects_Simple|image1=Almitermes meridionalis.png|caption1=An individual worker|order=Isoptera|family=Termitidae|genus=Amitermes|species=A. Meridionaladis|similar_species=[[Mastotermes darwiniensis]]
[[Globitermes sulphureus]]}}

Termitidae. It is endemic to northern Australia and the common names derive from the fact that the wedge-shaped mound is aligned with its main axis running north and south.
==Description==
A large mound may house up to a million individual termites. Each is the nest of a colony of ''Amitermes meridionalis'' and houses the queen, king, reproductives, soldiers and workers. The outer surface of the mound is hard and durable whereas the material separating the chambers and galleries inside is more papery.[2] The soldiers are 4 to 6 mm (0.16 to 0.24 in) long and their curved mandibles bear a single in-turned tooth.[1] Many termites never leave the mound and as a result of this protected environment they have thin cuticles, colorless bodies, little sight and little ability to protect themselves.
==Distribution and habitat==
''Amitermes meridionalis'' is native to the northern part of Northern Territory of Australia, around Darwin. The slab-like mounds are found in low-lying grassland areas that flood during the rainy season. The mounds are often widely scattered,[1] but may be grouped together in a graveyard-like manner.
==Behavior==
[[Category:Isoptera]]
"
4,insects_106.txt,insects,106,"

Hymenopus coronatus
{{Insects_Simple|image1=Hymenopus coronatus (Juvenile).jpg|caption1=With it's flower-like appearance, it lures it's prey into it's vicinity ready to strike.|order=Mantodea|family=Hymenopodidae|genus=Hymenopus|species=H. coronatus|similar_species=Devil's flower mantis
Indian flower mantis 
Nigerian flower mantis}}Orchid mantids or Hymenopus coronatusare a species of mantid which are usually white or pink it is found in rainforests of of south east found in the rain forests of Southeast Asia, including Malaysia, Myanmar, Thailand, Philippines, and Indonesia. It is also found in the Western Ghats of India. 

Asia, They are one of the most Astonishingly beautiful species of flower mantids in the world famous for their amazing mimicry and can be near impossible to find one without paying any close attention to your surroundings, concentration is greatly important while finding one in it's natural habitat. 

== Morphology ==
A beautiful flower mantis with a vibrant exoskeleton covered with plates that resemble flower petals, they come in two different colorations either white or Vibrant pink, These mantids have their limbs covered with large plates that resemble petals of an orchid flower, a pair of large cone-shaped yellowish pair of compound eyes with a highly flexible joint connecting to the elongated thorax with an olive-green ring covering their thorax and a flexible abdomen with a line of spiracles (Respiratory tubes) being carries along with plates aligned horizontally, a pair of highly specialized ""Forelimbs""  allowing them to snatch onto any unsuspecting prey that mislead by it's orchid-like coloration and deceived between those large forelimbs armed with hard pointed needle like structures though they are completely harmless to humans and require low-maintenance, they are famously kept as a pet in several Asian countries. these mantids do not require constant attention and are quite exotic as a pet.

== Behaviors ==
[[File:Image.png|thumb|308x308px]]
[[File:Hymenopus coronatus (female).jpg|thumb|219x219px|Mature Female]]
These mantids stay motionless with their forelimbs stretched inwards deceiving moths and butterflies desperately looking for some sweet nectar, the orchid mantis excel at deceiving it's prey before killing them, with the petal like plates covering their bodies painted with white and pink pigments their yellowish-lime colored eyes also appear to mimic the filaments of an orchid flowers the green rings on their elongated thorax have a purpose as well, these natural beauties are excellent hunters and never miss a chance to strike and will do so upon every opportunity being provided to them, They have a really strong grip and are ferocious despite being Beautiful. Their toothed forelimbs to gasp and stun their prey by surprising them, they love humans! making them an excellent choice for a pet as well as being a skilled hunter.

== Food ==
Their main source of diet comes from the pollinators deceived by their camouflage and other insects attracted to flowers mainly moths, butterflies, beetles, flower chafers and other insects such as planthoppers, lacewings, smaller pests and many many others that visit orchids in a Habitual manner. They love to feed on smaller winged insects formerly pests that may pests that can harm or kill plants such as orchids.

== Care for Orchid mantids ==
[[File:Hymenopus coronatus (male).jpg|thumb|221x221px|Mature Male]]
Orchid mantids are exquisitely gorgeous pets and require low maintenance, they are pretty and easy to take care of although they may not be a good [[Insects as pets|pet]] being for being a friend with, all you need for having one is a terrarium either square or rectangular in shape it is recommended using old unwanted terrariums, aquariums, fishbowls or you can purchase one, to make one all you need is some wooden planks, a measuring tape and most importantly a glass planes in order to see the pet orchid mantis, the price for a homemade terrarium is relatively low and quite easy to make. Orchid mantids need an atmosphere closely similar to their original habitat please be gentle while handling it as any possible wounds can lead to bacterial infections and are very gentle. They are an Ideal choice as a pet if you prefer silent pets. Add in more plants to your terrarium, add pebbles rocks, old timber wood and other ornamental objects Ideal as an addition to the terrarium, Pests are the core part of it's diet Mealworms can be fed twice or thrice in a week as they are high in fat or you can feed them with small beetles, leafhoppers, moths (Occasionally) and that is all you need to know before keeping one.

== Metamorphosis ==
[[File:Orchid mantis.png|thumb|222x222px|Adult]]
Orchid mantids go through an [[Metamorphosis|incomplete metamorphosis]], They start out as eggs that will hatch into tiny nymphs, they firstly start out pale white but will soon gain a brighter coloration over time, they will molt several times each time gaining a brighter coloration of the plates on their [[exoskeleton]] and will soon obtain their distinctive physical features, their life cycle is simple however less known about upon being compared to a normal [[Praying Mantis|mantis]].
[[Category:Mantodea]]
[[Category:Insecta]]
[[Category:Pterygota]]
[[Category:Neoptera]]
[[Category:Hymenopodidae]]
"
5,insects_38.txt,insects,38,"

Notodontidae
Notodontidae is a family of moths with approximately 3,800 known species. The family was described by James Francis Stephens in 1829. Moths of this family are found in all parts of the world, but they are most concentrated in tropical areas, especially in the New World.<br>
Family: Notodontidae; Stephens, 1829

Scientific name: Notodontidae

Higher classification: Noctuoidea

Order: Lepidoptera

Phylum: Arthropoda

Rank: Family
[[Category:Families]]
[[Category:Genera]]
[[Category:Lepidoptera]]
[[Category:Noctuidae]]
[[Category:Notonectidae]]
[[Category:Insecta]]
[[Category:Pterygota]]
[[Category:Neoptera]]
"
6,insects_19.txt,insects,19,"

Danaus plexippus
'''On an account on it's physiology Not to be confused with [[Limenitis archippus|Limenitis Archippus.]]''' 

Danaus plexippus, (Formerly known as monarch) Is regarded as the most beautiful butterfly on this planet (Alongside being the most  

{{Insects_Simple|order=Lepidoptera|family=Nymphalidae|genus=Daunus|species=Danaus plexippus|similar_species=Limenitis archippus          . 
Danaus gilippus                  .
Danaus eresimus      .  
Dione vanillae         .|image1=Daunaus plexippus.png|caption1=|title1=Monarch}}

food source is obtained from the milkweed plant making them venomous as an adult. Monarches have been known to do great and wondersome migrations in groups that contain innumerably great quantities of these beautiful butterflies. Also known as the the milkweed butterfly due to it's diet as a juvenile which primarily consists of nectar. 

== Appearance ==
They have a vibrant appearance, their bodies are black and have white spots on their bodies, their wings are a shade of vibrant vermillion with black intersecting lines on the fore wings and parallel ones at the hindwings, the borders of their wings are black and spotted with white polka-dots. The alignment of the venation-like patterns can help one differentiate between viceroy butterflies and Monarches as the wings of the viceroy butterflies have parallel lines on both hindwings and forewings that intersect with a single line at the near-end of their wings however viceroy butterflies look exactly similar to monarches on the underside of their wings, I will explain why as we proceed reading this article further. Anyway monarch butterflies can be seen in large swarms of upto 20 million individuals at once travelling from Canada to central America during the fall and looping the same migration annually, one of the most pretty sight in the world is to see the swarm resting idle on trees making them look (Almost) Completely vermillion in color.

== [[The great monarch butterfly migration|The migration]] ==
[[The great monarch butterfly migration|The great monarch migration]] is definitely something one can glare at for hours, these butterflies swarm up into huge clouds of butterflies and flutter from Canada to central America during fall and repeating the same process over and over in a cycle again and again. These butterflies will lay their eggs every generation as their maximum lifespan is only for 28 days and the minimum being 18 days. These swarms of fluttering wonders rest idle on trees and cover their leaves with their wings wide open and expanded making the entire forest look vermillion in color, it is a natural process as their caterpillars feed on milkweeds, there are many milkweed plants, plenty for all of the butterflies in total as milkweed is considered as a weed, monarches help in keeping the population of milkweeds under controlled. 

== Behaviors ==
[[File:Monarch Life cycle.png|thumb|Life cycle]]
As we said earlier, viceroy butterflies mimic Monarches this is because monarch butterflies are feared by several species of birds and other bigger predators due to the toxic chemical within their bodies they obtain as a larva by feeding off milkweed. The sap from the milkweed plants contain a notorious chemical which is highly venomous, Danous plexippus can digest such venom and use them for their own defense, birds that swallow monarch butterflies on accidents have been seen throwing up to save their lives Viceroy butterflies and other species of butterflies cannot afford consuming such venomous weeds like milkweed and therefore mimic monarch butterflies to avoid predators, monarch butterflies on the other hand have almost no predators due to this. If we talk about the common behaviour of Danous plexippus then the main point that comes into one's mind is that they are highly well socialized and migrate in large numbers. But that is NOT what makes them very special it is the fact that they always remember their way home, even a newly born generation remembers it's way from central America to Canada. Now most people may not know it but their brains despite being the size of a pinpoint carries this special genre  which helps them remember their way home each time they migrate. This is one of the main features that make them unique  from other [[Lepidoptera|lepidopterans.]]

== Distribution and Habitat ==
They prefer a wide range of tropical and sub-tropical regions occurring anywhere between central to north America. They prefer all kinds of forest ranging from deciduous to evergreen forests although native to north America they have a wide distribution in the northern temperate zone and love sunny-warm patches of grass covering meadows thriving with flowers and more importantly on a really necessary note, Monarches need milkweed plants in order to reproduce and for a new generation of butterflies to arise this is where they breed however the eastern distribution of butterflies ranged from Australia and some parts of Asia making them a greatly successful specimen.

== See also ==
<big>Read more about this species on the following sources:</big>

* [https://en.wikipedia.org/wiki/Monarch_butterfly Monarch butterfly (wikipedia)]
* [https://www.nationalgeographic.com/animals/invertebrates/facts/monarch-butterfly Monarch butterfly (National Geographic)]
* [[Category:Lepidoptera]] [https://www.biologicaldiversity.org/species/invertebrates/monarch_butterfly/ Monarch butterfly (Biological Diversity)]
[[Category:Insecta]]
[[Category:Pterygota]]
[[Category:Neoptera]]
[[Category:Nymphalidae]]
"
7,insects_71.txt,insects,71,"

Alderfly
[[File:Alderfly larvae.png|alt=|right|228x228px|A juvenile Alderfly]]
'''Alderflies''' are megalopteran insects of the family Sialidae. They are closely related to the [[dobsonflies]] and [[fishflies]] as well as to the prehistoric Euchauliodidae. All living alderflies—about 66 species altogether[1]—are part of the subfamily Sialinae, which contains between one and seven extant genera according to different scientists' views. But in most classifications, all or almost all of these are treated as subgenera of ''Sialis''.
==Description==
Sialinae have a body length of less than 25 mm (1 inch), long filamentous antennae and four large, dark wings of which the anterior pair is slightly longer than the posterior. They lack ocelli and their fourth tarsal segment is dilated and deeply bilobed. Dead alderfly larvae are used as bait in fishing.
==Life cycle==
The females lay a vast number of eggs upon grass stems near water. When the larvae are born they drop into the water or the ground nearby it and make their way into their new aquatic biome. The larvae are aquatic, active, armed with strong sharp mandibles, and breathe by means of seven pairs of abdominal branchial filaments. When full sized, which takes between one and two years, they leave the water and spend a quiescent pupal stage on the land before metamorphosis into the sexually mature insect. Adult alderflies stay near to the water, in which they had lived in when they were younger. Once in their adult stage, they tend to only live 2 to 3 weeks, which they mainly use to reproduce.
==Classification==
[[Category:Megaloptera]]
"
8,insects_31.txt,insects,31,"

Bombyx mori
'''Not to be confused with [[Bombyx mandarina]]'''

Bombyx mori is also known as the domestic silk moth or the mulberry worm is a species of the order [[Lepidoptera]] from the family of [[Bombicidae]] from the genus 

{{Insects_Simple|image1=Bombyx mori.png|caption1=A fluffy, cute white moth|order=Lepidoptera|family=Bombycidae|genus=Bombyx|species=B.mori|similar_species=Bombyx Mandarina}}

[[Bombyx]]. Their larva are primarily responsible for the production of silk and is therefore known as [[silkworm]] the process of extraction of silk from their [[Pupa|cocoons]] is known as [[Sericulture]].Silk moths have a wingspan of 3–5 cm (1.2–2.0 in)

== Morphology ==
Bombyx mori has a fluffy-hair fringed body and small silver-veined wings they also posses a pair of hair-fringed comb-like [[Antenna|antennae]]. Their antennae are one of the key features used to describe them. The color of their bodies and wings is pure milky white color other than their antenna and eyes.  it spread to India, Korea, Nepal, Japan, and the West. The domestic silk moth was domesticated from the wild silk moth ''Bombyx mandarina'', which has a range from northern India to northern China, Korea, Japan, and the far eastern regions of Russia. The domestic silk moth derives from Chinese rather than Japanese or Korean stock. the practice of breeding silkworms for the production of raw silk, has been under way for at least 5,000 years in China, It is an economically important insect, being a primary producer of silk. A silkworm's preferred food are white mulberry leaves, though they may eat other mulberry species and even the orange. Domestic silk moths are entirely dependent on humans for reproduction, as a result of millennia of selective breeding. Wild silk moths (other species of ''Bombyx'') are not as commercially viable in the production of textile.

== Metamorphosis ==
Eggs take about an approximate of 13 days (Almost 2 weeks) to hatch into silkworm, that have a constant habit of feeding continuously. They have a high preference for mulberry, As their second name suggests that is, the mulberry worm. However they aren't monophagous (Prefer only one kind of food) since they can eat other species of mulberries, as well as some other wild berry bushes, mostly oranges. . When the color of their heads eventually becomes darker, it is an indication that they have outgrown their own bodies. After molting, the larval phase of the silkworms emerge as a white worm. After they have molted four to five times, their bodies become slightly tinted with a light shade of yellow. The larvae then cling onto a surface ready to enter their secondary pupal stage (Semi-adult) , and enclose themselves in a cocoon made up of the silk produced by the silk glands of the caterpillar. The final molt from larva to pupa takes place inside the cocoon, which provides a vital layer of protection to the vulnerable pupal stage preventing it from being exposed to the dangerous world full of hungry predators. Many other Lepidopterans produce cocoons namely moths however only Bombyx mori and Bombyx mandarina and a few notable other species carry out the entire process using fabrics and textile materials. If the animal is allowed to survive after spinning its cocoon and through the pupal phase of its lifecycle, it releases a highly corrosive enzymes... enzymes to penetrate through the cocoon by creating a hole inside it in the cocoon so it can emerge as an adult Bombyx mori. The corrosive enzymes are only corrosive to the silk which decreases the value of the silk greatly therefore silkworms are boiled and killed in some countries where Sericulture is carried out, the silkworms upon being destroyed are killed.

the adult phase of the lifecycle in which unfortunately is not capable of a purely well functioning flight, in a comparative degree to the wild ''B. mandarina'' and other ''Bombyx'' species, whose males fly to meet females and for evasion from predators. Some may emerge with the ability to lift off and stay airborne, but sustained flight cannot be achieved. This is because their bodies are too big and heavy for their small wings. Females are about two to three times bulkier and heavier than males as they are carrying the eggs but have similarl colorations. Adult Bombycidae have reduced and un-developed [[Proboscis|mouthparts]] and do not feed like several moth species.

== Sericulture ==
he cocoon is made of a thread of raw silk from 300 to about 900 m (1,000 to 3,000 ft) long. The fibers are very fine and lustrous, about 10 μm (0.0004 in) in diameter. About 2,000 to 3,000 cocoons are required to make 1 pound of silk (0.4 kg). At least 70 million pounds (32 million kg) of raw silk are produced each year, requiring nearly 10 billion cocoons. The domestic species ''B. mori'', compared to the wild species (e.g., ''B. mandarina''), has increased cocoon size, body size, growth rate, and efficiency of its digestion. It has gained tolerance to human presence and handling, and also to living in crowded conditions. The domestic silk moths cannot fly, so the males need human assistance in finding a mate, and it lacks fear of potential predators. The native color pigments have also been lost, so the domestic silk moths are leucitic, since camouflage is not useful when they only live in captivity. These changes have made ''B. mori'' entirely dependent upon humans for survival, and it does not exist in the wild. The eggs are kept in incubators to aid in their hatching. Silkworms were first domesticated in China over 5,000 years ago. Since then, the silk production capacity of the species has increased nearly tenfold. The silkworm is one of the few organisms wherein the principles of genetics and breeding were applied to harvest maximum output. It is second only to maize in exploiting the principles of heterosis and crossbreeding. Silkworm breeding is aimed at the overall improvement of silkworms from a commercial point of view. The major objectives are improving fecundity (the egg-laying capacity of a breed), the health of larvae, quantity of cocoon and silk production, and disease resistance. Healthy larvae lead to a healthy cocoon crop. Health is dependent on factors such as better pupation rate, fewer dead larvae in the montage, shorter larval duration (this lessens the chance of infection) and bluish-tinged fifth-instar larvae (which are healthier than the reddish-brown ones). Quantity of cocoon and silk produced are directly related to the pupation rate and larval weight. Healthier larvae have greater pupation rates and cocoon weights. Quality of cocoon and silk depends on a number of factors, including genetics. 

== Sources ==
Bombyx mori on Wikipedia

== Trivia ==
Bombyx mori is one of the few species interdependent on humans for their survival as they are unable to fly due to their fluffy bodies and are defenseless against common predators.

<br />
[[Category:Lepidoptera]]
[[Category:Insecta]]
"
9,insects_77.txt,insects,77,"

Xylophagomorpha
The Brachyceran infraorder '''Xylophagomorpha''' is a small group that consists solely of the family '''[[Xylophagidae]]''', which presently contains subfamilies that were sometimes considered to be two small related families ('''[[Coenomyiidae]]''' and '''[[Rachiceridae]]'''). Other obsolete names for members of this family include '''[[Exeretonevridae]]''' and '''[[Heterostomidae]]'''. The family is known by the English name '''[[Flies|awl-flies]]'''. The larvae are often predatory, consuming other insect larvae living in rotting wood.

== Description ==
Flies in this family have elongated bodies and resemble ichneumon wasps in shape. The base of the abdomen is constricted. The antennae have three segments.

== Genera ==
These nine genera belong to the family Xylophagidae:

* ''Anacanthaspis'' 
* ''Arthropeas'' 
* ''Coenomyia'' 
* ''Dialysis'' 
* ''Exeretonevra''
* ''Heterostomus''
* ''Odontosabula''
* ''Rachicerus''
* ''Xylophagus''
[[Category:Insecta]]
[[Category:Brachycera]]
[[Category:Diptera]]
[[Category:Infraorders]]
"
